id,user_id,document_id,name,email,phone,fax,siren,activity,workforce,naf_code,website,billing_address,billing_city,billing_state,billing_country,billing_postalcode,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postalcode,type,industry,description,created_by,is_active,created_at,updated_at,record_id,task,has_tasks,favorite,already_called,company_size,relationship
12,0,0,"Charpente Couverture Hildenbrand",,0388688223,0388689932,,charpentes,0,,www.charpente-hildenbrand.fr,"8 r Chapelle",GEISPOLSHEIM,NULL,France,67118,"8 r Chapelle",GEISPOLSHEIM,NULL,France,67118,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",13,,non,0,NULL,,0
13,0,0,"Charpente Hildenbrand",,0388688223,0388689932,,charpentes,0,,www.charpente-hildenbrand.fr,"8 r Chapelle",GEISPOLSHEIM,NULL,France,67118,"8 r Chapelle",GEISPOLSHEIM,NULL,France,67118,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",14,,non,0,NULL,,0
14,0,0,"Charpente Scierie Naviliat (SARL)",,0389821134,0389391055,30148291500024,charpentes,10,4391A,www.charpente-naviliat.com,"29 r Mar Joffre",,NULL,France,68550,"29 r Mar Joffre",,NULL,France,68550,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",15,,non,0,NULL,,0
15,0,0,"Charpentes d'Alsace",,0388852368,0388852776,43319919700032,charpentes,3,4391A,,"1 r Commerce",SUNDHOUSE,NULL,France,67920,"1 r Commerce",SUNDHOUSE,NULL,France,67920,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",16,,non,0,NULL,,0
16,0,0,"Charpentes Dorez",,0389424981,,50358506900019,charpentes,1,4391A,www.charpentes-dorez.fr,"8 Bis quai d'Oran",MULHOUSE,NULL,France,68100,"8 Bis quai d'Oran",MULHOUSE,NULL,France,68100,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",17,,non,0,NULL,,0
17,0,0,"Charpentes Kurtz Bois",,0388722001,0388722407,30230582600026,charpentes,10,1623Z,www.charpentes-kurtz.com,"4 imp Chapelle",DAUENDORF,NULL,France,67350,"4 imp Chapelle",DAUENDORF,NULL,France,67350,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",18,,non,0,NULL,,0
18,0,0,"Charpentes Moog",,0388202418,0388339837,31508171100022,charpentes,20,4391A,www.charpentesmoog.fr,,HOERDT,NULL,France,67720,,HOERDT,NULL,France,67720,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",19,,non,0,NULL,,0
19,0,0,"Charpentes Nicolas Uhl",,0389718000,,48240362300010,charpentes,1,4391A,www.charpentes-uhl.fr,"45 Bis r 25 Janvier",ILLHAEUSERN,NULL,France,68970,"45 Bis r 25 Janvier",ILLHAEUSERN,NULL,France,68970,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",20,,non,0,NULL,,0
20,0,0,"Charpentes Noeppel",,0388874928,,45087290800014,charpentes,3,4391A,www.charpentesnoeppel.fr,"13 r Tannmuehle",ROMANSWILLER,NULL,France,67310,"13 r Tannmuehle",ROMANSWILLER,NULL,France,67310,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",21,,non,0,NULL,,0
22,0,0,"Charpentes Strasser (SARL)",,0388800171,0388801606,32580630500026,charpentes,6,4391A,www.charpentes-strasser.fr,"5 r Choux",,NULL,France,67250,"5 r Choux",,NULL,France,67250,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",23,,non,0,NULL,,0
23,0,0,"Charpentes Strub (Sarl)",,0388915570,,75396404800015,charpentes,1,4391A,,"6 r Duntzenheim",INGENHEIM,NULL,France,67270,"6 r Duntzenheim",INGENHEIM,NULL,France,67270,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",24,,non,0,NULL,,0
24,0,0,"Charpentes Vogel (SARL)",,0389698495,0389690193,31123249000038,charpentes,10,4391A,www.charpente-maison-ossature-bois-vogel.fr,"Zone artisanale 1 r Erables",,NULL,France,68220,"Zone artisanale 1 r Erables",,NULL,France,68220,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",25,,non,0,NULL,,0
25,0,0,"Colmar Charpentes",,0389412383,0389413879,43150931400024,charpentes,10,4391A,www.colmarcharpentes.fr,"9 all Ettore Bugatti",,NULL,France,68000,"9 all Ettore Bugatti",,NULL,France,68000,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",26,,non,0,NULL,,0
26,0,0,"Constructions Bois Peter Martial",,0388076604,,49766299900018,charpentes,10,7010Z,www.constructions-bois-peter.fr,"3 r des Violettes Pfaffenhoffen","VAL DE MODER",NULL,France,67350,"3 r des Violettes Pfaffenhoffen","VAL DE MODER",NULL,France,67350,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",27,,non,0,NULL,,0
27,0,0,"DATTLER SARL",,0389258271,0389077065,94725010600020,charpentes,10,4391A,www.dattler.fr,,,NULL,France,68640,,,NULL,France,68640,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",28,,non,0,NULL,,0
28,0,0,"Dehner (SARL)",,0388960924,,,charpentes,0,,www.dehnersarl.fr,,KOLBSHEIM,NULL,France,67120,,KOLBSHEIM,NULL,France,67120,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",29,,non,0,NULL,,0
29,0,0,"Dirrig et Fils",,0389685667,0389685674,33171845200013,"travaux publics",1,4391A,www.dirrig.fr,"9 r Eglise",,NULL,France,68220,"9 r Eglise",,NULL,France,68220,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",30,,non,0,NULL,,0
30,0,0,"À TRAITER",,0388055146,,50869597000014,charpentes,1,4391A,www.duo-renovation.fr,,BEINHEIM,NULL,France,67930,,BEINHEIM,NULL,France,67930,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",31,,non,0,NULL,,0
31,0,0,"Entreprise Charpente Zanetti (SARL)",,0388971565,0388484465,34102788600017,charpentes,1,4332A,www.charpente-bois-67.com,"54 rte Obernai",,NULL,France,67130,"54 rte Obernai",,NULL,France,67130,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",32,,non,0,NULL,,0
32,0,0,"Ernewein Charpentes",,0388732435,0388734176,39507205100026,charpentes,10,4391A,www.gefc.fr,"2 r des Joncs",ESCHBACH,NULL,France,67360,"2 r des Joncs",ESCHBACH,NULL,France,67360,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",33,,non,0,NULL,,0
33,0,0,"Est Toiture Service",,0389710448,,32757134500021,charpentes,3,4391B,www.est-toiture-service.fr,"7 r Meyerhof",WASSERBOURG,NULL,France,68230,"7 r Meyerhof",WASSERBOURG,NULL,France,68230,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",34,,non,0,NULL,,0
35,0,0,"Fimognari (SARL)",,0388726543,0388726844,43491095600011,charpentes,6,4391A,www.charpentes-fimognari.com,"ZI Ried 5 r Cenpa","SCHWEIGHOUSE SUR MODER",NULL,France,67590,"ZI Ried 5 r Cenpa","SCHWEIGHOUSE SUR MODER",NULL,France,67590,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",36,,non,0,NULL,,0
36,0,0,"Fuchs Construction Bois",,0389391995,,45121567700019,charpentes,10,4391A,www.fuchs-maisons-bois.fr,"9 r Gassel",,NULL,France,68121,"9 r Gassel",,NULL,France,68121,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",37,,non,0,NULL,,0
37,0,0,"Gasser Fils",,0388096952,0388803570,33482178200011,charpentes,10,4391A,www.cri-gasserfils.com,"14 r Chemin de Fer",REICHSHOFFEN,NULL,France,67110,"14 r Chemin de Fer",REICHSHOFFEN,NULL,France,67110,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",38,,non,0,NULL,,0
38,0,0,"Gilgert C.C.Z. (SARL)",,0388001105,0388001363,44955691900016,charpentes,6,4391A,www.cczgilgert.fr,"rte Sarre Union",KESKASTEL,NULL,France,67260,"rte Sarre Union",KESKASTEL,NULL,France,67260,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",39,,non,0,NULL,,0
40,0,0,"Gonnachon Charpentes et Couvertures (SARL)",,0389479350,0389490454,35339853000033,charpentes,3,4391A,,"40 r Mittelwihr",,NULL,France,68150,"40 r Mittelwihr",,NULL,France,68150,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",41,,non,0,NULL,,0
41,0,0,"Gross Charpentes",,0389520962,,94575306900026,charpentes,20,4391A,www.charpentes-gross.com,"4 r Cherbourg",,NULL,France,68200,"4 r Cherbourg",,NULL,France,68200,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",42,,non,0,NULL,,0
42,0,0,J.C.M,,0388403952,0388403956,35324080700035,charpentes,3,4391B,www.jcm.fr,"29 A r Saglio",STRASBOURG,NULL,France,67100,"29 A r Saglio",STRASBOURG,NULL,France,67100,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",43,,non,0,NULL,,0
43,0,0,"JMH CHARPENTES",,0388964481,0388964481,47836831900024,charpentes,1,4391A,www.jmh-charpentes.fr,"7 r Metiers",,NULL,France,67850,"7 r Metiers",,NULL,France,67850,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",44,,non,0,NULL,,0
44,0,0,"Klipfel et Fils (SARL)",,0388728379,0388728769,32187726800029,charpentes,6,4391A,www.klipfel-fils.fr,"8 Annexe Ingelshof",,NULL,France,67110,"8 Annexe Ingelshof",,NULL,France,67110,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",45,,non,0,NULL,,0
45,0,0,"KS Couverture",,0388492160,0388492160,45317774300011,charpentes,3,4391B,www.kscouverture.com,"31 r Principale",ROSENWILLER,NULL,France,67560,"31 r Principale",ROSENWILLER,NULL,France,67560,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",46,,non,0,NULL,,0
46,0,0,Lutz,,0389408010,0389408781,94595004600017,charpentes,20,1610A,www.maisons-bois-lutz.fr,"4 r Moulin",DURLINSDORF,NULL,France,68480,"4 r Moulin",DURLINSDORF,NULL,France,68480,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",47,,non,0,NULL,,0
47,0,0,"Mager Fils (SARL)",,0388382202,0388384823,44760263200013,charpentes,10,4399C,www.btp-magerfils-bas-rhin.fr,"2 rte Vin",DANGOLSHEIM,NULL,France,67310,"2 rte Vin",DANGOLSHEIM,NULL,France,67310,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",48,,non,0,NULL,,0
48,0,0,"Marchand - Frechard (SAS)",,0389587132,,75374831800015,charpentes,6,4391A,,"13 lieu-dit Petit Rombach","SAINTE CROIX AUX MINES",NULL,France,68160,"13 lieu-dit Petit Rombach","SAINTE CROIX AUX MINES",NULL,France,68160,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",49,,non,0,NULL,,0
49,0,0,"Marion Construction Bois",,0389294822,,49252370900029,charpentes,6,4120A,www.marionconstructionbois.com,"26 r Gay Lussac",COLMAR,NULL,France,68000,"26 r Gay Lussac",COLMAR,NULL,France,68000,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",50,,non,0,NULL,,0
50,0,0,"Marion Construction Bois",,0389294822,,49252370900029,charpentes,6,4120A,www.marionconstructionbois.com,"26 r Louis Joseph Gay Lussac",COLMAR,NULL,France,68000,"26 r Louis Joseph Gay Lussac",COLMAR,NULL,France,68000,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",51,,non,0,NULL,,0
51,0,0,"Olry Arkedia",,0389279260,0389271255,91632045000072,charpentes,100,4120B,www.olryarkedia.fr,"ZA Turckheim 1 r Heilgass",,NULL,France,68230,"ZA Turckheim 1 r Heilgass",,NULL,France,68230,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",52,,non,0,NULL,,0
52,0,0,"À TRAITER",,0381969421,0381964943,87735049600015,charpentes,20,4391A,www.sarl-raymond.com,,,NULL,France,25190,,,NULL,France,25190,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",53,,non,0,NULL,,0
53,0,0,"Schreiber Yves et Fils",,0389621002,0389760403,39780048300026,charpentes,3,1623Z,pro.pagesjaunes.fr/charpentes-schreiber,,BERGHOLTZ,NULL,France,68500,,BERGHOLTZ,NULL,France,68500,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",54,,non,0,NULL,,0
55,0,0,"Wendling Olivier",,0388684847,0388684278,43880561600028,charpentes,10,4391A,www.charpente-wendling.fr,"26 r Industrie",,NULL,France,67170,"26 r Industrie",,NULL,France,67170,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",57,,non,0,NULL,,0
56,0,0,"À TRAITER",,0324414058,,49379957100010,"travaux publics",1,4311Z,,,,NULL,France,08440,,,NULL,France,08440,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",60,,non,0,NULL,,0
58,0,NULL,"A.C.D.T Saunier TP",,0237919748,0237919750,51203542900012,"travaux publics",6,4312A,saunier-travaux-publics.com/,NULL,NULL,NULL,France,28310,NULL,NULL,NULL,France,28310,1,1,NULL,2,1,"2021-11-29 19:36:00","2023-02-27 20:19:19",63,,non,NULL,2,Petite,3
59,0,0,"À TRAITER",,0325215275,0325215073,63288059700026,"CONSTRUCTIONS METALLIQUES",20,2511Z,,"r Edouard Herriot","MARIGNY LE CHATEL",NULL,France,10350,"r Edouard Herriot","MARIGNY LE CHATEL",NULL,France,10350,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",65,,non,0,NULL,,0
60,0,0,"A.C.M.T Industrie",,0323913322,0323913320,49037669600012,"CONSTRUCTIONS METALLIQUES",20,2511Z,,"16 lieu-dit Pont de Pierre","FONTAINE LES VERVINS",NULL,France,02140,"16 lieu-dit Pont de Pierre","FONTAINE LES VERVINS",NULL,France,02140,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",66,,non,0,NULL,,0
61,0,0,A.C.Ploux,,0254851477,,48827973800022,charpentes,3,4391A,acploux.fr/php/index.php,"zone artisanale chardonnets",,NULL,France,41800,"zone artisanale chardonnets",,NULL,France,41800,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",67,,non,0,NULL,,0
62,0,NULL,A.D.T.,,0237902428,0237902588,45091380100020,"travaux publics",6,4312A,www.travaux-publics-rambouillet.fr,NULL,NULL,NULL,France,28320,NULL,NULL,NULL,France,28320,1,1,261881000,2,1,"2021-11-29 19:36:00","2023-02-27 20:20:35",68,,non,NULL,2,Petite,1
63,0,0,"À TRAITER",adtp@orange.fr,0549790258,0549752253,52429554000024,"travaux publics",6,4311Z,www.adtp-demolition.com,,,NULL,France,79180,,,NULL,France,79180,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",70,,non,0,NULL,,0
66,0,NULL,A.T.R.S.,,0254311858,0254481921,53846168200014,"travaux publics",10,4312A,www.atrs-36.fr,"zi la Preasles",LACS,NULL,France,36400,"zi la Preasles",LACS,NULL,France,36400,1,1,"21-11-22 R pendant 2ans parc neuf. La secrétaire une p***",2,1,"2021-11-29 19:36:00","2023-07-24 13:00:07",74,,non,NULL,1,Moyenne,1
67,0,0,"À TRAITER",,0247800800,0247800801,82240671600016,"travaux publics",1,4399C,www.ats-centre.fr,,,NULL,France,37510,,,NULL,France,37510,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",75,,non,0,NULL,,0
68,0,0,A.V.T.P,,0247922119,0247597317,44439547900017,"travaux publics",19,4312A,www.terrassement-amenagement-avtp.fr.,"Le Carroir Jodel",NULL,NULL,France,37240,"Le Carroir Jodel",NULL,NULL,France,37240,1,1,NULL,2,1,"2021-11-29 19:36:00","2022-05-20 12:47:28",76,,non,NULL,1,Petite,0
69,0,0,"À TRAITER",,0247574688,0957508242,49457568100015,"materiel de construction",3,4673A,,"bat greenter ZI Les Poujeaux 56 r des ormes","NAZELLES NEGRON",NULL,France,37530,"bat greenter ZI Les Poujeaux 56 r des ormes","NAZELLES NEGRON",NULL,France,37530,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",79,,non,0,NULL,,0
71,0,NULL,"Abrahamse (EURL)",gerard.abrahamse@wanadoo.fr,0254837018,0254837018,39357097300015,"travaux publics",6,4312A,www.abrahamse.fr,"31 rte Beaugency",NULL,NULL,France,41210,"31 rte Beaugency",NULL,NULL,France,41210,1,1,"01-12-22 uniquement du leasing",2,1,"2021-11-29 19:36:00","2022-12-01 15:08:01",82,,non,NULL,1,Moyenne,1
73,0,0,AC3I,,0326537317,,45267767700018,charpentes,1,4391B,www.sarl-ac3i.fr,"3 r Noue du Givry Rte Chaltrait",,NULL,France,51130,"3 r Noue du Givry Rte Chaltrait",,NULL,France,51130,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",84,,non,0,NULL,,0
74,0,0,"Acier Concept",,0325250421,0325250419,48887569100021,"CONSTRUCTIONS METALLIQUES",10,2511Z,www.acierconcept-constructions-metalliques-aube.fr,"1 r Moulin","FAUX VILLECERF",NULL,France,10290,"1 r Moulin","FAUX VILLECERF",NULL,France,10290,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",85,,non,0,NULL,,0
75,0,0,"À TRAITER",,0254312373,0254312178,32375126300019,"CONSTRUCTIONS METALLIQUES",3,2511Z,www.acmc36.com,"34 rte Aigurande",CLUIS,NULL,France,36340,"34 rte Aigurande",CLUIS,NULL,France,36340,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",86,,non,0,NULL,,0
76,0,0,"À TRAITER",,0325251830,,52382471200013,"CONSTRUCTIONS METALLIQUES",10,2511Z,,"Avenue Joseph Marie Jacquard av Joseph Marie Jacquard","ROMILLY SUR SEINE",NULL,France,10100,"Avenue Joseph Marie Jacquard av Joseph Marie Jacquard","ROMILLY SUR SEINE",NULL,France,10100,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",87,,non,0,NULL,,0
77,0,0,Actis,,0326045437,,43204034300027,"travaux publics",3,4312A,,"1 3 r Moulin",COURLANDON,NULL,France,51170,"1 3 r Moulin",COURLANDON,NULL,France,51170,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",88,,non,0,NULL,,0
78,0,0,"Activ'bat SARL",,0238518033,NULL,43125614800013,"travaux publics",1,4399C,www.activbat.fr,"10 r Guignegault",ORLEANS,NULL,France,45100,"10 r Guignegault",ORLEANS,NULL,France,45100,1,1,NULL,2,1,"2021-11-29 19:36:00","2022-06-01 13:22:10",89,,non,NULL,1,Petite,0
79,0,NULL,"ADA RESEAUX",,0238211715,NULL,81008660300018,"travaux publics",3,4221Z,NULL,"3 rte Nationale 20",NULL,NULL,France,45520,"3 rte Nationale 20",NULL,NULL,France,45520,1,1,NULL,2,1,"2021-11-29 19:36:00","2022-10-27 13:51:10",90,,non,NULL,1,Petite,NULL
80,0,NULL,"Ada Travaux Publics",,0238753684,0238754629,41815976000028,"travaux publics",20,4312A,www.ada-travaux-publics.fr,"3 rte NATIONALE VINGT",NULL,NULL,France,45520,"3 rte NATIONALE VINGT",NULL,NULL,France,45520,1,1,0238218706,2,1,"2021-11-29 19:36:00","2023-01-18 15:01:40",91,,non,NULL,1,Moyenne,2
81,0,0,Adjibat,,0247567228,NULL,50241740500029,"travaux publics",1,4399C,www.adjibat-macon-tours.fr,"12 clos Gatine",NULL,NULL,France,37360,"12 clos Gatine",NULL,NULL,France,37360,1,1,NULL,2,1,"2021-11-29 19:36:00","2022-05-20 13:15:51",96,,non,NULL,0,Petite,0
82,0,0,"AEDS TECHNOLOGIE",,0326505210,0326971903,80064078100020,"CONSTRUCTIONS METALLIQUES",20,2511Z,,"12 r Usine","WITRY LES REIMS",NULL,France,51420,"12 r Usine","WITRY LES REIMS",NULL,France,51420,1,1,0326028990,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",97,,non,0,NULL,,0
83,0,0,"À TRAITER",,0325781115,,53779593200020,"CONSTRUCTIONS METALLIQUES",1,4120B,,"7 r Hector Pron",TROYES,NULL,France,10000,"7 r Hector Pron",TROYES,NULL,France,10000,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",98,,non,0,NULL,,0
84,0,0,"AFL Orgiazzi",,0238852792,,42311688800011,"CONSTRUCTIONS METALLIQUES",3,4399B,,"1419 rte Viroy",AMILLY,NULL,France,45200,"1419 rte Viroy",AMILLY,NULL,France,45200,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",99,,non,0,NULL,,0
85,0,0,"AFM-Leroy (Sarl)",,0326029113,0326029809,40151144900027,"CONSTRUCTIONS METALLIQUES",20,2511Z,www.afm-leroy.com,,MUIZON,NULL,France,51140,,MUIZON,NULL,France,51140,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",100,,non,0,NULL,,0
86,0,0,"AFOUL 1",,0325022672,,50342177800013,"materiel de construction",1,4673A,,"5 rte Nogent",FOULAIN,NULL,France,52800,"5 rte Nogent",FOULAIN,NULL,France,52800,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",101,,non,0,NULL,,0
87,0,0,"AFP Couverture",,0247249737,0247409320,47857888300017,charpentes,10,4391B,www.afpcouverture.com,"9 Les Taillis du Pays","CLERE LES PINS",NULL,France,37340,"9 Les Taillis du Pays","CLERE LES PINS",NULL,France,37340,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",102,,non,0,NULL,,0
88,0,0,Agemaco,,0247277575,,77533092100047,"materiel de construction",1,4613Z,,"11 r La Carre","JOUE LES TOURS",NULL,France,37300,"11 r La Carre","JOUE LES TOURS",NULL,France,37300,1,1,0967423660,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",103,,non,0,NULL,,0
89,0,0,"Agence Commerciale Europeenne De",,0971343252,,50757682500016,"materiel de construction",1,4613Z,,"5 r Fauvettes","VILLERS ALLERAND",NULL,France,51500,"5 r Fauvettes","VILLERS ALLERAND",NULL,France,51500,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",104,,non,0,NULL,,0
90,0,0,"Agence Technique Departemental Des Ardennes",,0324337942,,,"travaux publics",0,,,"12 rte Prix","CHARLEVILLE MEZIERES",NULL,France,08000,"12 rte Prix","CHARLEVILLE MEZIERES",NULL,France,08000,1,1,"0324596033 //0324568264",2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",105,,non,0,NULL,,0
91,0,0,"À TRAITER",,0247652570,0247653567,63480027000031,"materiel de construction",3,2363Z,,Talvois,NOUATRE,NULL,France,37800,Talvois,NOUATRE,NULL,France,37800,1,1,,0,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",106,,non,0,NULL,,0
92,0,NULL,"Agregats du Centre",,0386588139,0386608492,NULL,"transport routier",0,3832Z,www.agregats-du-centre.com,"r Voltaire Champs du Moulin",NULL,NULL,France,58640,"r Voltaire Champs du Moulin",NULL,NULL,France,58640,1,1,0386388305,2,1,"2021-11-29 19:36:00","2023-02-23 11:06:13",107,,non,NULL,1,Moyenne,NULL
95,0,0,"A-i-m-d . (SARL)",,0325242817,,38430387100014,"travaux publics",3,4520B,,,"ROMILLY SUR SEINE",NULL,France,10100,,"ROMILLY SUR SEINE",NULL,France,10100,1,1,,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",112,,non,0,NULL,,0
97,0,0,Akustike,,0232602635,,40214570000025,"CONSTRUCTIONS METALLIQUES",6,2511Z,,"r Descartes","SAINT LUBIN DES JONCHERETS",NULL,France,28350,"r Descartes","SAINT LUBIN DES JONCHERETS",NULL,France,28350,1,1,0961000498,2,1,"2021-11-29 19:36:00","2021-11-29 19:36:00",114,,non,0,NULL,,0
98,0,NULL,"Alain Javault (SAS)",,0237340606,0237302905,48005837900011,"travaux publics",50,4941C,www.alain-javault.fr,"3 r Tourneballets",LUCE,NULL,France,28110,"3 r Tourneballets",LUCE,NULL,France,28110,1,1,NULL,2,1,"2021-11-29 19:36:00","2023-02-27 19:54:55",115,,non,NULL,2,Grosse,1
